"COUNTRY","Country","SEX","Gender","AGE","Age","YEAR","Year","Value","Flag Codes","Flags"
"AUS","Australia","F","Female","Y2","2 years","2000","2000",122824,,
"AUS","Australia","F","Female","Y2","2 years","2005","2005",123149,,
"AUS","Australia","F","Female","Y2","2 years","2010","2010",142144,,
"AUS","Australia","F","Female","Y2","2 years","2011","2011",142664,,
"AUS","Australia","F","Female","Y2","2 years","2012","2012",145990,,
"AUS","Australia","F","Female","Y2","2 years","2013","2013",146286,,
"AUS","Australia","F","Female","Y2","2 years","2014","2014",150569,,
"AUS","Australia","F","Female","Y2","2 years","2015","2015",152568,,
"AUS","Australia","F","Female","Y2","2 years","2016","2016",151771,,
"AUS","Australia","F","Female","Y2","2 years","2017","2017",152931,,
"AUS","Australia","F","Female","Y2","2 years","2018","2018",155481,,
"AUS","Australia","F","Female","Y2","2 years","2019","2019",150270,,
"AUS","Australia","F","Female","Y2","2 years","2020","2020",147738,,
"AUS","Australia","F","Female","Y2","2 years","2021","2021",146026,,
"AUS","Australia","M","Male","Y2","2 years","2000","2000",129357,,
"AUS","Australia","M","Male","Y2","2 years","2005","2005",129727,,
"AUS","Australia","M","Male","Y2","2 years","2010","2010",149392,,
"AUS","Australia","M","Male","Y2","2 years","2011","2011",150320,,
"AUS","Australia","M","Male","Y2","2 years","2012","2012",153940,,
"AUS","Australia","M","Male","Y2","2 years","2013","2013",154130,,
"AUS","Australia","M","Male","Y2","2 years","2014","2014",159012,,
"AUS","Australia","M","Male","Y2","2 years","2015","2015",161280,,
"AUS","Australia","M","Male","Y2","2 years","2016","2016",159736,,
"AUS","Australia","M","Male","Y2","2 years","2017","2017",161266,,
"AUS","Australia","M","Male","Y2","2 years","2018","2018",164674,,
"AUS","Australia","M","Male","Y2","2 years","2019","2019",159110,,
"AUS","Australia","M","Male","Y2","2 years","2020","2020",156519,,
"AUS","Australia","M","Male","Y2","2 years","2021","2021",155186,,
"AUT","Austria","F","Female","Y2","2 years","2000","2000",41599,,
"AUT","Austria","F","Female","Y2","2 years","2005","2005",39454,,
"AUT","Austria","F","Female","Y2","2 years","2010","2010",38151,,
"AUT","Austria","F","Female","Y2","2 years","2011","2011",38328,,
"AUT","Austria","F","Female","Y2","2 years","2012","2012",38041,,
"AUT","Austria","F","Female","Y2","2 years","2013","2013",39346,,
"AUT","Austria","F","Female","Y2","2 years","2014","2014",38756,,
"AUT","Austria","F","Female","Y2","2 years","2015","2015",39381,,
"AUT","Austria","F","Female","Y2","2 years","2016","2016",40024,,
"AUT","Austria","F","Female","Y2","2 years","2017","2017",41306,,
"AUT","Austria","F","Female","Y2","2 years","2018","2018",41794,,
"AUT","Austria","F","Female","Y2","2 years","2019","2019",43488,,
"AUT","Austria","F","Female","Y2","2 years","2020","2020",43051,,
"AUT","Austria","F","Female","Y2","2 years","2021","2021",42483,,
"AUT","Austria","M","Male","Y2","2 years","2000","2000",43430,,
"AUT","Austria","M","Male","Y2","2 years","2005","2005",41316,,
"AUT","Austria","M","Male","Y2","2 years","2010","2010",39885,,
"AUT","Austria","M","Male","Y2","2 years","2011","2011",40853,,
"AUT","Austria","M","Male","Y2","2 years","2012","2012",39952,,
"AUT","Austria","M","Male","Y2","2 years","2013","2013",41315,,
"AUT","Austria","M","Male","Y2","2 years","2014","2014",41459,,
"AUT","Austria","M","Male","Y2","2 years","2015","2015",42104,,
"AUT","Austria","M","Male","Y2","2 years","2016","2016",42630,,
"AUT","Austria","M","Male","Y2","2 years","2017","2017",44073,,
"AUT","Austria","M","Male","Y2","2 years","2018","2018",44711,,
"AUT","Austria","M","Male","Y2","2 years","2019","2019",45913,,
"AUT","Austria","M","Male","Y2","2 years","2020","2020",45927,,
"AUT","Austria","M","Male","Y2","2 years","2021","2021",44604,,
"BEL","Belgium","F","Female","Y2","2 years","2000","2000",56947,,
"BEL","Belgium","F","Female","Y2","2 years","2005","2005",55095,,
"BEL","Belgium","F","Female","Y2","2 years","2010","2010",61537,,
"BEL","Belgium","F","Female","Y2","2 years","2011","2011",63440,,
"BEL","Belgium","F","Female","Y2","2 years","2012","2012",63685,,
"BEL","Belgium","F","Female","Y2","2 years","2013","2013",64596,,
"BEL","Belgium","F","Female","Y2","2 years","2014","2014",63615,,
"BEL","Belgium","F","Female","Y2","2 years","2015","2015",63394,,
"BEL","Belgium","F","Female","Y2","2 years","2016","2016",62103,,
"BEL","Belgium","F","Female","Y2","2 years","2017","2017",61898,,
"BEL","Belgium","F","Female","Y2","2 years","2018","2018",60651,,
"BEL","Belgium","F","Female","Y2","2 years","2019","2019",60251,,
"BEL","Belgium","F","Female","Y2","2 years","2020","2020",59475,,
"BEL","Belgium","F","Female","Y2","2 years","2021","2021",58936,,
"BEL","Belgium","M","Male","Y2","2 years","2000","2000",59582,,
"BEL","Belgium","M","Male","Y2","2 years","2005","2005",57854,,
"BEL","Belgium","M","Male","Y2","2 years","2010","2010",64309,,
"BEL","Belgium","M","Male","Y2","2 years","2011","2011",66873,,
"BEL","Belgium","M","Male","Y2","2 years","2012","2012",66840,,
"BEL","Belgium","M","Male","Y2","2 years","2013","2013",67515,,
"BEL","Belgium","M","Male","Y2","2 years","2014","2014",66633,,
"BEL","Belgium","M","Male","Y2","2 years","2015","2015",65969,,
"BEL","Belgium","M","Male","Y2","2 years","2016","2016",65175,,
"BEL","Belgium","M","Male","Y2","2 years","2017","2017",65222,,
"BEL","Belgium","M","Male","Y2","2 years","2018","2018",63561,,
"BEL","Belgium","M","Male","Y2","2 years","2019","2019",63303,,
"BEL","Belgium","M","Male","Y2","2 years","2020","2020",62120,,
"BEL","Belgium","M","Male","Y2","2 years","2021","2021",61335,,
"CAN","Canada","F","Female","Y2","2 years","2000","2000",174671,,
"CAN","Canada","F","Female","Y2","2 years","2005","2005",164730,,
"CAN","Canada","F","Female","Y2","2 years","2010","2010",182790,,
"CAN","Canada","F","Female","Y2","2 years","2011","2011",186536,,
"CAN","Canada","F","Female","Y2","2 years","2012","2012",187278,,
"CAN","Canada","F","Female","Y2","2 years","2013","2013",187500,,
"CAN","Canada","F","Female","Y2","2 years","2014","2014",187566,,
"CAN","Canada","F","Female","Y2","2 years","2015","2015",188160,,
"CAN","Canada","F","Female","Y2","2 years","2016","2016",189102,,
"CAN","Canada","F","Female","Y2","2 years","2017","2017",189786,,
"CAN","Canada","F","Female","Y2","2 years","2018","2018",190265,,
"CAN","Canada","F","Female","Y2","2 years","2019","2019",189504,,
"CAN","Canada","F","Female","Y2","2 years","2020","2020",187936,,
"CAN","Canada","F","Female","Y2","2 years","2021","2021",185103,,
"CAN","Canada","M","Male","Y2","2 years","2000","2000",183383,,
"CAN","Canada","M","Male","Y2","2 years","2005","2005",173445,,
"CAN","Canada","M","Male","Y2","2 years","2010","2010",191553,,
"CAN","Canada","M","Male","Y2","2 years","2011","2011",195883,,
"CAN","Canada","M","Male","Y2","2 years","2012","2012",196594,,
"CAN","Canada","M","Male","Y2","2 years","2013","2013",196177,,
"CAN","Canada","M","Male","Y2","2 years","2014","2014",196123,,
"CAN","Canada","M","Male","Y2","2 years","2015","2015",197544,,
"CAN","Canada","M","Male","Y2","2 years","2016","2016",198159,,
"CAN","Canada","M","Male","Y2","2 years","2017","2017",198697,,
"CAN","Canada","M","Male","Y2","2 years","2018","2018",199703,,
"CAN","Canada","M","Male","Y2","2 years","2019","2019",199440,,
"CAN","Canada","M","Male","Y2","2 years","2020","2020",198076,,
"CAN","Canada","M","Male","Y2","2 years","2021","2021",194559,,
"CZE","Czechia","F","Female","Y2","2 years","2000","2000",43884,,
"CZE","Czechia","F","Female","Y2","2 years","2005","2005",45074,,
"CZE","Czechia","F","Female","Y2","2 years","2010","2010",57460,,
"CZE","Czechia","F","Female","Y2","2 years","2011","2011",59893,,
"CZE","Czechia","F","Female","Y2","2 years","2012","2012",59433,,
"CZE","Czechia","F","Female","Y2","2 years","2013","2013",58148,,
"CZE","Czechia","F","Female","Y2","2 years","2014","2014",53213,,
"CZE","Czechia","F","Female","Y2","2 years","2015","2015",53573,,
"CZE","Czechia","F","Female","Y2","2 years","2016","2016",52979,,
"CZE","Czechia","F","Female","Y2","2 years","2017","2017",54293,,
"CZE","Czechia","F","Female","Y2","2 years","2018","2018",54635,,
"CZE","Czechia","F","Female","Y2","2 years","2019","2019",55374,,
"CZE","Czechia","F","Female","Y2","2 years","2020","2020",56184,,
"CZE","Czechia","F","Female","Y2","2 years","2021","2021",56119,,
"CZE","Czechia","M","Male","Y2","2 years","2000","2000",46336,,
"CZE","Czechia","M","Male","Y2","2 years","2005","2005",47727,,
"CZE","Czechia","M","Male","Y2","2 years","2010","2010",59823,,
"CZE","Czechia","M","Male","Y2","2 years","2011","2011",62882,,
"CZE","Czechia","M","Male","Y2","2 years","2012","2012",61852,,
"CZE","Czechia","M","Male","Y2","2 years","2013","2013",61356,,
"CZE","Czechia","M","Male","Y2","2 years","2014","2014",56074,,
"CZE","Czechia","M","Male","Y2","2 years","2015","2015",56018,,
"CZE","Czechia","M","Male","Y2","2 years","2016","2016",55721,,
"CZE","Czechia","M","Male","Y2","2 years","2017","2017",57245,,
"CZE","Czechia","M","Male","Y2","2 years","2018","2018",57502,,
"CZE","Czechia","M","Male","Y2","2 years","2019","2019",58427,,
"CZE","Czechia","M","Male","Y2","2 years","2020","2020",59080,,
"CZE","Czechia","M","Male","Y2","2 years","2021","2021",58620,,
"DNK","Denmark","F","Female","Y2","2 years","2000","2000",33174,,
"DNK","Denmark","F","Female","Y2","2 years","2005","2005",31445,,
"DNK","Denmark","F","Female","Y2","2 years","2010","2010",31825,,
"DNK","Denmark","F","Female","Y2","2 years","2011","2011",32110,,
"DNK","Denmark","F","Female","Y2","2 years","2012","2012",31029,,
"DNK","Denmark","F","Female","Y2","2 years","2013","2013",31390,,
"DNK","Denmark","F","Female","Y2","2 years","2014","2014",29450,,
"DNK","Denmark","F","Female","Y2","2 years","2015","2015",28649,,
"DNK","Denmark","F","Female","Y2","2 years","2016","2016",28025,,
"DNK","Denmark","F","Female","Y2","2 years","2017","2017",28451,,
"DNK","Denmark","F","Female","Y2","2 years","2018","2018",28999,,
"DNK","Denmark","F","Female","Y2","2 years","2019","2019",30357,,
"DNK","Denmark","F","Female","Y2","2 years","2020","2020",30315,,
"DNK","Denmark","F","Female","Y2","2 years","2021","2021",30058,,
"DNK","Denmark","M","Male","Y2","2 years","2000","2000",34981,,
"DNK","Denmark","M","Male","Y2","2 years","2005","2005",33162,,
"DNK","Denmark","M","Male","Y2","2 years","2010","2010",33380,,
"DNK","Denmark","M","Male","Y2","2 years","2011","2011",34125,,
"DNK","Denmark","M","Male","Y2","2 years","2012","2012",32813,,
"DNK","Denmark","M","Male","Y2","2 years","2013","2013",33032,,
"DNK","Denmark","M","Male","Y2","2 years","2014","2014",30596,,
"DNK","Denmark","M","Male","Y2","2 years","2015","2015",30485,,
"DNK","Denmark","M","Male","Y2","2 years","2016","2016",29459,,
"DNK","Denmark","M","Male","Y2","2 years","2017","2017",30069,,
"DNK","Denmark","M","Male","Y2","2 years","2018","2018",30524,,
"DNK","Denmark","M","Male","Y2","2 years","2019","2019",32318,,
"DNK","Denmark","M","Male","Y2","2 years","2020","2020",31833,,
"DNK","Denmark","M","Male","Y2","2 years","2021","2021",31909,,
"FIN","Finland","F","Female","Y2","2 years","2000","2000",29175,,
"FIN","Finland","F","Female","Y2","2 years","2005","2005",27175,,
"FIN","Finland","F","Female","Y2","2 years","2010","2010",28943,,
"FIN","Finland","F","Female","Y2","2 years","2011","2011",29469,,
"FIN","Finland","F","Female","Y2","2 years","2012","2012",29966,,
"FIN","Finland","F","Female","Y2","2 years","2013","2013",30118,,
"FIN","Finland","F","Female","Y2","2 years","2014","2014",29789,,
"FIN","Finland","F","Female","Y2","2 years","2015","2015",29603,,
"FIN","Finland","F","Female","Y2","2 years","2016","2016",28721,,
"FIN","Finland","F","Female","Y2","2 years","2017","2017",28491,,
"FIN","Finland","F","Female","Y2","2 years","2018","2018",27339,,
"FIN","Finland","F","Female","Y2","2 years","2019","2019",26488,,
"FIN","Finland","F","Female","Y2","2 years","2020","2020",25099,,
"FIN","Finland","F","Female","Y2","2 years","2021","2021",23375,,
"FIN","Finland","M","Male","Y2","2 years","2000","2000",30097,,
"FIN","Finland","M","Male","Y2","2 years","2005","2005",28675,,
"FIN","Finland","M","Male","Y2","2 years","2010","2010",30472,,
"FIN","Finland","M","Male","Y2","2 years","2011","2011",30736,,
"FIN","Finland","M","Male","Y2","2 years","2012","2012",31143,,
"FIN","Finland","M","Male","Y2","2 years","2013","2013",31712,,
"FIN","Finland","M","Male","Y2","2 years","2014","2014",30952,,
"FIN","Finland","M","Male","Y2","2 years","2015","2015",30816,,
"FIN","Finland","M","Male","Y2","2 years","2016","2016",30329,,
"FIN","Finland","M","Male","Y2","2 years","2017","2017",29840,,
"FIN","Finland","M","Male","Y2","2 years","2018","2018",28828,,
"FIN","Finland","M","Male","Y2","2 years","2019","2019",27329,,
"FIN","Finland","M","Male","Y2","2 years","2020","2020",26172,,
"FIN","Finland","M","Male","Y2","2 years","2021","2021",25012,,
"FRA","France","F","Female","Y2","2 years","2000","2000",360765,,
"FRA","France","F","Female","Y2","2 years","2005","2005",380067,,
"FRA","France","F","Female","Y2","2 years","2010","2010",389063,,
"FRA","France","F","Female","Y2","2 years","2011","2011",393296,,
"FRA","France","F","Female","Y2","2 years","2012","2012",392850,,
"FRA","France","F","Female","Y2","2 years","2013","2013",396521,,
"FRA","France","F","Female","Y2","2 years","2014","2014",394144,,
"FRA","France","F","Female","Y2","2 years","2015","2015",389056,,
"FRA","France","F","Female","Y2","2 years","2016","2016",383365,,
"FRA","France","F","Female","Y2","2 years","2017","2017",384436,,
"FRA","France","F","Female","Y2","2 years","2018","2018",373164,,
"FRA","France","F","Female","Y2","2 years","2019","2019",366406,,
"FRA","France","F","Female","Y2","2 years","2020","2020",360747,,
"FRA","France","F","Female","Y2","2 years","2021","2021",351586,,
"FRA","France","M","Male","Y2","2 years","2000","2000",380444,,
"FRA","France","M","Male","Y2","2 years","2005","2005",397763,,
"FRA","France","M","Male","Y2","2 years","2010","2010",406654,,
"FRA","France","M","Male","Y2","2 years","2011","2011",410318,,
"FRA","France","M","Male","Y2","2 years","2012","2012",410793,,
"FRA","France","M","Male","Y2","2 years","2013","2013",414876,,
"FRA","France","M","Male","Y2","2 years","2014","2014",409209,,
"FRA","France","M","Male","Y2","2 years","2015","2015",409097,,
"FRA","France","M","Male","Y2","2 years","2016","2016",401438,,
"FRA","France","M","Male","Y2","2 years","2017","2017",397004,,
"FRA","France","M","Male","Y2","2 years","2018","2018",390142,,
"FRA","France","M","Male","Y2","2 years","2019","2019",381937,,
"FRA","France","M","Male","Y2","2 years","2020","2020",374167,,
"FRA","France","M","Male","Y2","2 years","2021","2021",369785,,
"DEU","Germany","F","Female","Y2","2 years","2000","2000",396499,,
"DEU","Germany","F","Female","Y2","2 years","2005","2005",352655,,
"DEU","Germany","F","Female","Y2","2 years","2010","2010",335497,,
"DEU","Germany","F","Female","Y2","2 years","2011","2011",334731,,
"DEU","Germany","F","Female","Y2","2 years","2012","2012",325991,,
"DEU","Germany","F","Female","Y2","2 years","2013","2013",333776,,
"DEU","Germany","F","Female","Y2","2 years","2014","2014",327618,,
"DEU","Germany","F","Female","Y2","2 years","2015","2015",338053,,
"DEU","Germany","F","Female","Y2","2 years","2016","2016",347822,,
"DEU","Germany","F","Female","Y2","2 years","2017","2017",366361,,
"DEU","Germany","F","Female","Y2","2 years","2018","2018",374705,,
"DEU","Germany","F","Female","Y2","2 years","2019","2019",391673,,
"DEU","Germany","F","Female","Y2","2 years","2020","2020",390840,,
"DEU","Germany","F","Female","Y2","2 years","2021","2021",388830,,
"DEU","Germany","M","Male","Y2","2 years","2000","2000",417926,,
"DEU","Germany","M","Male","Y2","2 years","2005","2005",371475,,
"DEU","Germany","M","Male","Y2","2 years","2010","2010",354013,,
"DEU","Germany","M","Male","Y2","2 years","2011","2011",351958,,
"DEU","Germany","M","Male","Y2","2 years","2012","2012",343588,,
"DEU","Germany","M","Male","Y2","2 years","2013","2013",350534,,
"DEU","Germany","M","Male","Y2","2 years","2014","2014",344706,,
"DEU","Germany","M","Male","Y2","2 years","2015","2015",356316,,
"DEU","Germany","M","Male","Y2","2 years","2016","2016",367786,,
"DEU","Germany","M","Male","Y2","2 years","2017","2017",386856,,
"DEU","Germany","M","Male","Y2","2 years","2018","2018",395923,,
"DEU","Germany","M","Male","Y2","2 years","2019","2019",410978,,
"DEU","Germany","M","Male","Y2","2 years","2020","2020",411575,,
"DEU","Germany","M","Male","Y2","2 years","2021","2021",409536,,
"GRC","Greece","F","Female","Y2","2 years","2000","2000",48859,,
"GRC","Greece","F","Female","Y2","2 years","2005","2005",52034,,
"GRC","Greece","F","Female","Y2","2 years","2010","2010",52803,,
"GRC","Greece","F","Female","Y2","2 years","2011","2011",55533,,
"GRC","Greece","F","Female","Y2","2 years","2012","2012",56462,,
"GRC","Greece","F","Female","Y2","2 years","2013","2013",53887,,
"GRC","Greece","F","Female","Y2","2 years","2014","2014",51232,,
"GRC","Greece","F","Female","Y2","2 years","2015","2015",48308,,
"GRC","Greece","F","Female","Y2","2 years","2016","2016",45350,,
"GRC","Greece","F","Female","Y2","2 years","2017","2017",45322,,
"GRC","Greece","F","Female","Y2","2 years","2018","2018",46038,,
"GRC","Greece","F","Female","Y2","2 years","2019","2019",47174,,
"GRC","Greece","F","Female","Y2","2 years","2020","2020",45143,,
"GRC","Greece","F","Female","Y2","2 years","2021","2021",43798,,
"GRC","Greece","M","Male","Y2","2 years","2000","2000",52195,,
"GRC","Greece","M","Male","Y2","2 years","2005","2005",54597,,
"GRC","Greece","M","Male","Y2","2 years","2010","2010",55600,,
"GRC","Greece","M","Male","Y2","2 years","2011","2011",57558,,
"GRC","Greece","M","Male","Y2","2 years","2012","2012",58729,,
"GRC","Greece","M","Male","Y2","2 years","2013","2013",56507,,
"GRC","Greece","M","Male","Y2","2 years","2014","2014",54487,,
"GRC","Greece","M","Male","Y2","2 years","2015","2015",51269,,
"GRC","Greece","M","Male","Y2","2 years","2016","2016",48077,,
"GRC","Greece","M","Male","Y2","2 years","2017","2017",47825,,
"GRC","Greece","M","Male","Y2","2 years","2018","2018",48625,,
"GRC","Greece","M","Male","Y2","2 years","2019","2019",49779,,
"GRC","Greece","M","Male","Y2","2 years","2020","2020",47639,,
"GRC","Greece","M","Male","Y2","2 years","2021","2021",46303,,
"HUN","Hungary","F","Female","Y2","2 years","2000","2000",47614,,
"HUN","Hungary","F","Female","Y2","2 years","2005","2005",46762,,
"HUN","Hungary","F","Female","Y2","2 years","2010","2010",47672,,
"HUN","Hungary","F","Female","Y2","2 years","2011","2011",48434,,
"HUN","Hungary","F","Female","Y2","2 years","2012","2012",47064,,
"HUN","Hungary","F","Female","Y2","2 years","2013","2013",44040,,
"HUN","Hungary","F","Female","Y2","2 years","2014","2014",42807,,
"HUN","Hungary","F","Female","Y2","2 years","2015","2015",43979,,
"HUN","Hungary","F","Female","Y2","2 years","2016","2016",43750,,
"HUN","Hungary","F","Female","Y2","2 years","2017","2017",45503,,
"HUN","Hungary","F","Female","Y2","2 years","2018","2018",44876,,
"HUN","Hungary","F","Female","Y2","2 years","2019","2019",46405,,
"HUN","Hungary","F","Female","Y2","2 years","2020","2020",46023,,
"HUN","Hungary","F","Female","Y2","2 years","2021","2021",45322,,
"HUN","Hungary","M","Male","Y2","2 years","2000","2000",50686,,
"HUN","Hungary","M","Male","Y2","2 years","2005","2005",49334,,
"HUN","Hungary","M","Male","Y2","2 years","2010","2010",50076,,
"HUN","Hungary","M","Male","Y2","2 years","2011","2011",50880,,
"HUN","Hungary","M","Male","Y2","2 years","2012","2012",49615,,
"HUN","Hungary","M","Male","Y2","2 years","2013","2013",45987,,
"HUN","Hungary","M","Male","Y2","2 years","2014","2014",45243,,
"HUN","Hungary","M","Male","Y2","2 years","2015","2015",46992,,
"HUN","Hungary","M","Male","Y2","2 years","2016","2016",46237,,
"HUN","Hungary","M","Male","Y2","2 years","2017","2017",47866,,
"HUN","Hungary","M","Male","Y2","2 years","2018","2018",47371,,
"HUN","Hungary","M","Male","Y2","2 years","2019","2019",49024,,
"HUN","Hungary","M","Male","Y2","2 years","2020","2020",48458,,
"HUN","Hungary","M","Male","Y2","2 years","2021","2021",47873,,
"ISL","Iceland","F","Female","Y2","2 years","2000","2000",2050,,
"ISL","Iceland","F","Female","Y2","2 years","2005","2005",2019,,
"ISL","Iceland","F","Female","Y2","2 years","2010","2010",2217,,
"ISL","Iceland","F","Female","Y2","2 years","2011","2011",2325,,
"ISL","Iceland","F","Female","Y2","2 years","2012","2012",2390,,
"ISL","Iceland","F","Female","Y2","2 years","2013","2013",2363,,
"ISL","Iceland","F","Female","Y2","2 years","2014","2014",2180,,
"ISL","Iceland","F","Female","Y2","2 years","2015","2015",2241,,
"ISL","Iceland","F","Female","Y2","2 years","2016","2016",2199,,
"ISL","Iceland","F","Female","Y2","2 years","2017","2017",2137,,
"ISL","Iceland","F","Female","Y2","2 years","2018","2018",2054,,
"ISL","Iceland","F","Female","Y2","2 years","2019","2019",2047,,
"ISL","Iceland","F","Female","Y2","2 years","2020","2020",1997,,
"ISL","Iceland","F","Female","Y2","2 years","2021","2021",2036,,
"ISL","Iceland","M","Male","Y2","2 years","2000","2000",2181,,
"ISL","Iceland","M","Male","Y2","2 years","2005","2005",2087,,
"ISL","Iceland","M","Male","Y2","2 years","2010","2010",2387,,
"ISL","Iceland","M","Male","Y2","2 years","2011","2011",2437,,
"ISL","Iceland","M","Male","Y2","2 years","2012","2012",2490,,
"ISL","Iceland","M","Male","Y2","2 years","2013","2013",2495,,
"ISL","Iceland","M","Male","Y2","2 years","2014","2014",2329,,
"ISL","Iceland","M","Male","Y2","2 years","2015","2015",2333,,
"ISL","Iceland","M","Male","Y2","2 years","2016","2016",2150,,
"ISL","Iceland","M","Male","Y2","2 years","2017","2017",2236,,
"ISL","Iceland","M","Male","Y2","2 years","2018","2018",2164,,
"ISL","Iceland","M","Male","Y2","2 years","2019","2019",2110,,
"ISL","Iceland","M","Male","Y2","2 years","2020","2020",2159,,
"ISL","Iceland","M","Male","Y2","2 years","2021","2021",2291,,
"IRL","Ireland","F","Female","Y2","2 years","2000","2000",26154,,
"IRL","Ireland","F","Female","Y2","2 years","2005","2005",28437,,
"IRL","Ireland","F","Female","Y2","2 years","2010","2010",34969,,
"IRL","Ireland","F","Female","Y2","2 years","2011","2011",36184,,
"IRL","Ireland","F","Female","Y2","2 years","2012","2012",35100,,
"IRL","Ireland","F","Female","Y2","2 years","2013","2013",35017,,
"IRL","Ireland","F","Female","Y2","2 years","2014","2014",34972,,
"IRL","Ireland","F","Female","Y2","2 years","2015","2015",33256,,
"IRL","Ireland","F","Female","Y2","2 years","2016","2016",32277,,
"IRL","Ireland","F","Female","Y2","2 years","2017","2017",31541,,
"IRL","Ireland","F","Female","Y2","2 years","2018","2018",30675,,
"IRL","Ireland","F","Female","Y2","2 years","2019","2019",31138,,
"IRL","Ireland","F","Female","Y2","2 years","2020","2020",30552,,
"IRL","Ireland","F","Female","Y2","2 years","2021","2021",30636,,
"IRL","Ireland","M","Male","Y2","2 years","2000","2000",27631,,
"IRL","Ireland","M","Male","Y2","2 years","2005","2005",30105,,
"IRL","Ireland","M","Male","Y2","2 years","2010","2010",36196,,
"IRL","Ireland","M","Male","Y2","2 years","2011","2011",37864,,
"IRL","Ireland","M","Male","Y2","2 years","2012","2012",36915,,
"IRL","Ireland","M","Male","Y2","2 years","2013","2013",35905,,
"IRL","Ireland","M","Male","Y2","2 years","2014","2014",36155,,
"IRL","Ireland","M","Male","Y2","2 years","2015","2015",34738,,
"IRL","Ireland","M","Male","Y2","2 years","2016","2016",34050,,
"IRL","Ireland","M","Male","Y2","2 years","2017","2017",32972,,
"IRL","Ireland","M","Male","Y2","2 years","2018","2018",32376,,
"IRL","Ireland","M","Male","Y2","2 years","2019","2019",32381,,
"IRL","Ireland","M","Male","Y2","2 years","2020","2020",32385,,
"IRL","Ireland","M","Male","Y2","2 years","2021","2021",31011,,
"ITA","Italy","F","Female","Y2","2 years","2000","2000",254294,,
"ITA","Italy","F","Female","Y2","2 years","2005","2005",262585,,
"ITA","Italy","F","Female","Y2","2 years","2010","2010",271906,,
"ITA","Italy","F","Female","Y2","2 years","2011","2011",274136,,
"ITA","Italy","F","Female","Y2","2 years","2012","2012",269852,,
"ITA","Italy","F","Female","Y2","2 years","2013","2013",267279,,
"ITA","Italy","F","Female","Y2","2 years","2014","2014",265863,,
"ITA","Italy","F","Female","Y2","2 years","2015","2015",260467,,
"ITA","Italy","F","Female","Y2","2 years","2016","2016",248741,,
"ITA","Italy","F","Female","Y2","2 years","2017","2017",243842,,
"ITA","Italy","F","Female","Y2","2 years","2018","2018",236597,,
"ITA","Italy","F","Female","Y2","2 years","2019","2019",229142,,
"ITA","Italy","F","Female","Y2","2 years","2020","2020",222161,,
"ITA","Italy","F","Female","Y2","2 years","2021","2021",215465,,
"ITA","Italy","M","Male","Y2","2 years","2000","2000",268321,,
"ITA","Italy","M","Male","Y2","2 years","2005","2005",276848,,
"ITA","Italy","M","Male","Y2","2 years","2010","2010",288058,,
"ITA","Italy","M","Male","Y2","2 years","2011","2011",288905,,
"ITA","Italy","M","Male","Y2","2 years","2012","2012",284756,,
"ITA","Italy","M","Male","Y2","2 years","2013","2013",282607,,
"ITA","Italy","M","Male","Y2","2 years","2014","2014",281123,,
"ITA","Italy","M","Male","Y2","2 years","2015","2015",275239,,
"ITA","Italy","M","Male","Y2","2 years","2016","2016",263019,,
"ITA","Italy","M","Male","Y2","2 years","2017","2017",258236,,
"ITA","Italy","M","Male","Y2","2 years","2018","2018",250352,,
"ITA","Italy","M","Male","Y2","2 years","2019","2019",241671,,
"ITA","Italy","M","Male","Y2","2 years","2020","2020",235153,,
"ITA","Italy","M","Male","Y2","2 years","2021","2021",228106,,
"JPN","Japan","F","Female","Y2","2 years","2000","2000",582000,,
"JPN","Japan","F","Female","Y2","2 years","2005","2005",564000,,
"JPN","Japan","F","Female","Y2","2 years","2010","2010",527877,,
"JPN","Japan","F","Female","Y2","2 years","2011","2011",525657,,
"JPN","Japan","F","Female","Y2","2 years","2012","2012",510661,,
"JPN","Japan","F","Female","Y2","2 years","2013","2013",509634,,
"JPN","Japan","F","Female","Y2","2 years","2014","2014",518871,,
"JPN","Japan","F","Female","Y2","2 years","2015","2015",508228,,
"JPN","Japan","F","Female","Y2","2 years","2016","2016",494107,,
"JPN","Japan","F","Female","Y2","2 years","2017","2017",475285,,
"JPN","Japan","F","Female","Y2","2 years","2018","2018",469742,,
"JPN","Japan","F","Female","Y2","2 years","2019","2019",486502,,
"JPN","Japan","F","Female","Y2","2 years","2020","2020",468908,,
"JPN","Japan","F","Female","Y2","2 years","2021","2021",446610,,
"JPN","Japan","M","Male","Y2","2 years","2000","2000",611000,,
"JPN","Japan","M","Male","Y2","2 years","2005","2005",595000,,
"JPN","Japan","M","Male","Y2","2 years","2010","2010",556206,,
"JPN","Japan","M","Male","Y2","2 years","2011","2011",550861,,
"JPN","Japan","M","Male","Y2","2 years","2012","2012",534641,,
"JPN","Japan","M","Male","Y2","2 years","2013","2013",534447,,
"JPN","Japan","M","Male","Y2","2 years","2014","2014",547727,,
"JPN","Japan","M","Male","Y2","2 years","2015","2015",534150,,
"JPN","Japan","M","Male","Y2","2 years","2016","2016",516320,,
"JPN","Japan","M","Male","Y2","2 years","2017","2017",498784,,
"JPN","Japan","M","Male","Y2","2 years","2018","2018",489985,,
"JPN","Japan","M","Male","Y2","2 years","2019","2019",513666,,
"JPN","Japan","M","Male","Y2","2 years","2020","2020",492783,,
