"COUNTRY","Country","SEX","Gender","AGE","Age","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","F","Female","Y16","16 years","2021","2021",40778,,
"CHE","Switzerland","M","Male","Y16","16 years","2000","2000",42371,,
"CHE","Switzerland","M","Male","Y16","16 years","2005","2005",45444,,
"CHE","Switzerland","M","Male","Y16","16 years","2010","2010",45445,,
"CHE","Switzerland","M","Male","Y16","16 years","2011","2011",45062,,
"CHE","Switzerland","M","Male","Y16","16 years","2012","2012",44502,,
"CHE","Switzerland","M","Male","Y16","16 years","2013","2013",45074,,
"CHE","Switzerland","M","Male","Y16","16 years","2014","2014",44306,,
"CHE","Switzerland","M","Male","Y16","16 years","2015","2015",43950,,
"CHE","Switzerland","M","Male","Y16","16 years","2016","2016",43684,,
"CHE","Switzerland","M","Male","Y16","16 years","2017","2017",44882,,
"CHE","Switzerland","M","Male","Y16","16 years","2018","2018",42505,,
"CHE","Switzerland","M","Male","Y16","16 years","2019","2019",42473,,
"CHE","Switzerland","M","Male","Y16","16 years","2020","2020",41893,,
"CHE","Switzerland","M","Male","Y16","16 years","2021","2021",42717,,
"TUR","Türkiye","F","Female","Y16","16 years","2000","2000",640222,,
"TUR","Türkiye","F","Female","Y16","16 years","2005","2005",606262,,
"TUR","Türkiye","F","Female","Y16","16 years","2010","2010",617362,,
"TUR","Türkiye","F","Female","Y16","16 years","2011","2011",631733,,
"TUR","Türkiye","F","Female","Y16","16 years","2012","2012",609654,,
"TUR","Türkiye","F","Female","Y16","16 years","2013","2013",613660,,
"TUR","Türkiye","F","Female","Y16","16 years","2014","2014",638188,,
"TUR","Türkiye","F","Female","Y16","16 years","2015","2015",643936,,
"TUR","Türkiye","F","Female","Y16","16 years","2016","2016",649791,,
"TUR","Türkiye","F","Female","Y16","16 years","2017","2017",644964,,
"TUR","Türkiye","F","Female","Y16","16 years","2018","2018",634031,,
"TUR","Türkiye","F","Female","Y16","16 years","2019","2019",593642,,
"TUR","Türkiye","F","Female","Y16","16 years","2020","2020",586751,,
"TUR","Türkiye","F","Female","Y16","16 years","2021","2021",596642,,
"TUR","Türkiye","M","Male","Y16","16 years","2000","2000",662574,,
"TUR","Türkiye","M","Male","Y16","16 years","2005","2005",634777,,
"TUR","Türkiye","M","Male","Y16","16 years","2010","2010",647228,,
"TUR","Türkiye","M","Male","Y16","16 years","2011","2011",665697,,
"TUR","Türkiye","M","Male","Y16","16 years","2012","2012",646505,,
"TUR","Türkiye","M","Male","Y16","16 years","2013","2013",650430,,
"TUR","Türkiye","M","Male","Y16","16 years","2014","2014",676209,,
"TUR","Türkiye","M","Male","Y16","16 years","2015","2015",680711,,
"TUR","Türkiye","M","Male","Y16","16 years","2016","2016",684403,,
"TUR","Türkiye","M","Male","Y16","16 years","2017","2017",680300,,
"TUR","Türkiye","M","Male","Y16","16 years","2018","2018",669728,,
"TUR","Türkiye","M","Male","Y16","16 years","2019","2019",629246,,
"TUR","Türkiye","M","Male","Y16","16 years","2020","2020",620735,,
"TUR","Türkiye","M","Male","Y16","16 years","2021","2021",630889,,
"GBR","United Kingdom","F","Female","Y16","16 years","2000","2000",353843,,
"GBR","United Kingdom","F","Female","Y16","16 years","2005","2005",383267,,
"GBR","United Kingdom","F","Female","Y16","16 years","2010","2010",382639,,
"GBR","United Kingdom","F","Female","Y16","16 years","2011","2011",378046,,
"GBR","United Kingdom","F","Female","Y16","16 years","2012","2012",373143,,
"GBR","United Kingdom","F","Female","Y16","16 years","2013","2013",374545,,
"GBR","United Kingdom","F","Female","Y16","16 years","2014","2014",372447,,
"GBR","United Kingdom","F","Female","Y16","16 years","2015","2015",366938,,
"GBR","United Kingdom","F","Female","Y16","16 years","2016","2016",360792,,
"GBR","United Kingdom","F","Female","Y16","16 years","2017","2017",353148,,
"GBR","United Kingdom","F","Female","Y16","16 years","2018","2018",345865,,
"GBR","United Kingdom","F","Female","Y16","16 years","2019","2019",345407,,
"GBR","United Kingdom","F","Female","Y16","16 years","2020","2020",354930,,
"GBR","United Kingdom","F","Female","Y16","16 years","2021","2021",371276.068,,
"GBR","United Kingdom","M","Male","Y16","16 years","2000","2000",370443,,
"GBR","United Kingdom","M","Male","Y16","16 years","2005","2005",396818,,
"GBR","United Kingdom","M","Male","Y16","16 years","2010","2010",401268,,
"GBR","United Kingdom","M","Male","Y16","16 years","2011","2011",398764,,
"GBR","United Kingdom","M","Male","Y16","16 years","2012","2012",395406,,
"GBR","United Kingdom","M","Male","Y16","16 years","2013","2013",396322,,
"GBR","United Kingdom","M","Male","Y16","16 years","2014","2014",391643,,
"GBR","United Kingdom","M","Male","Y16","16 years","2015","2015",386209,,
"GBR","United Kingdom","M","Male","Y16","16 years","2016","2016",380806,,
"GBR","United Kingdom","M","Male","Y16","16 years","2017","2017",372067,,
"GBR","United Kingdom","M","Male","Y16","16 years","2018","2018",363778,,
"GBR","United Kingdom","M","Male","Y16","16 years","2019","2019",364712,,
"GBR","United Kingdom","M","Male","Y16","16 years","2020","2020",374597,,
"GBR","United Kingdom","M","Male","Y16","16 years","2021","2021",393906.301,,
"USA","United States","F","Female","Y16","16 years","2000","2000",1949705,,
"USA","United States","F","Female","Y16","16 years","2005","2005",2048548,,
"USA","United States","F","Female","Y16","16 years","2010","2010",2121530,,
"USA","United States","F","Female","Y16","16 years","2011","2011",2078982,,
"USA","United States","F","Female","Y16","16 years","2012","2012",2061588,,
"USA","United States","F","Female","Y16","16 years","2013","2013",2032233,,
"USA","United States","F","Female","Y16","16 years","2014","2014",2025226,,
"USA","United States","F","Female","Y16","16 years","2015","2015",2043309,,
"USA","United States","F","Female","Y16","16 years","2016","2016",2047834,,
"USA","United States","F","Female","Y16","16 years","2017","2017",2088092,,
"USA","United States","F","Female","Y16","16 years","2018","2018",2056554,,
"USA","United States","F","Female","Y16","16 years","2019","2019",2033828,,
"USA","United States","F","Female","Y16","16 years","2020","2020",2037357,,
"USA","United States","F","Female","Y16","16 years","2021","2021",2047649,,
"USA","United States","M","Male","Y16","16 years","2000","2000",2072157,,
"USA","United States","M","Male","Y16","16 years","2005","2005",2165214,,
"USA","United States","M","Male","Y16","16 years","2010","2010",2243808,,
"USA","United States","M","Male","Y16","16 years","2011","2011",2193492,,
"USA","United States","M","Male","Y16","16 years","2012","2012",2172540,,
"USA","United States","M","Male","Y16","16 years","2013","2013",2131690,,
"USA","United States","M","Male","Y16","16 years","2014","2014",2120104,,
"USA","United States","M","Male","Y16","16 years","2015","2015",2136805,,
"USA","United States","M","Male","Y16","16 years","2016","2016",2144345,,
"USA","United States","M","Male","Y16","16 years","2017","2017",2183159,,
"USA","United States","M","Male","Y16","16 years","2018","2018",2143104,,
"USA","United States","M","Male","Y16","16 years","2019","2019",2116544,,
"USA","United States","M","Male","Y16","16 years","2020","2020",2119682,,
"USA","United States","M","Male","Y16","16 years","2021","2021",2131674,,
"BRA","Brazil","F","Female","Y16","16 years","2000","2000",,"m","Missing value; data cannot exist"
"BRA","Brazil","F","Female","Y16","16 years","2005","2005",,"m","Missing value; data cannot exist"
"BRA","Brazil","F","Female","Y16","16 years","2010","2010",,"m","Missing value; data cannot exist"
"BRA","Brazil","F","Female","Y16","16 years","2011","2011",,"m","Missing value; data cannot exist"
"BRA","Brazil","F","Female","Y16","16 years","2012","2012",1698161.747,,
"BRA","Brazil","F","Female","Y16","16 years","2013","2013",1780878.614,,
"BRA","Brazil","F","Female","Y16","16 years","2014","2014",1693345.106,,
"BRA","Brazil","F","Female","Y16","16 years","2015","2015",1694620.924,,
"BRA","Brazil","F","Female","Y16","16 years","2016","2016",1749859.635,,
"BRA","Brazil","F","Female","Y16","16 years","2017","2017",1649878.256,,
"BRA","Brazil","F","Female","Y16","16 years","2018","2018",1539878.066,,
"BRA","Brazil","F","Female","Y16","16 years","2019","2019",1525559.369,,
"BRA","Brazil","F","Female","Y16","16 years","2020","2020",1495582.137,,
"BRA","Brazil","F","Female","Y16","16 years","2021","2021",1445559.935,,
"BRA","Brazil","M","Male","Y16","16 years","2000","2000",,"m","Missing value; data cannot exist"
"BRA","Brazil","M","Male","Y16","16 years","2005","2005",,"m","Missing value; data cannot exist"
"BRA","Brazil","M","Male","Y16","16 years","2010","2010",,"m","Missing value; data cannot exist"
"BRA","Brazil","M","Male","Y16","16 years","2011","2011",,"m","Missing value; data cannot exist"
"BRA","Brazil","M","Male","Y16","16 years","2012","2012",1799117.104,,
"BRA","Brazil","M","Male","Y16","16 years","2013","2013",1752741.781,,
"BRA","Brazil","M","Male","Y16","16 years","2014","2014",1783009.549,,
"BRA","Brazil","M","Male","Y16","16 years","2015","2015",1753260.77,,
"BRA","Brazil","M","Male","Y16","16 years","2016","2016",1821400.689,,
"BRA","Brazil","M","Male","Y16","16 years","2017","2017",1726656.285,,
"BRA","Brazil","M","Male","Y16","16 years","2018","2018",1644688.553,,
"BRA","Brazil","M","Male","Y16","16 years","2019","2019",1577197.481,,
"BRA","Brazil","M","Male","Y16","16 years","2020","2020",1688353.515,,
"BRA","Brazil","M","Male","Y16","16 years","2021","2021",1578215.53,,
"CHL","Chile","F","Female","Y16","16 years","2000","2000",128666,,
"CHL","Chile","F","Female","Y16","16 years","2005","2005",145817,,
"CHL","Chile","F","Female","Y16","16 years","2010","2010",140561,,
"CHL","Chile","F","Female","Y16","16 years","2011","2011",138196,,
"CHL","Chile","F","Female","Y16","16 years","2012","2012",135763,,
"CHL","Chile","F","Female","Y16","16 years","2013","2013",133059,,
"CHL","Chile","F","Female","Y16","16 years","2014","2014",130658,,
"CHL","Chile","F","Female","Y16","16 years","2015","2015",128815,,
"CHL","Chile","F","Female","Y16","16 years","2016","2016",126309,,
"CHL","Chile","F","Female","Y16","16 years","2017","2017",125174,,
"CHL","Chile","F","Female","Y16","16 years","2018","2018",124046,,
"CHL","Chile","F","Female","Y16","16 years","2019","2019",121959,,
"CHL","Chile","F","Female","Y16","16 years","2020","2020",120742,,
"CHL","Chile","F","Female","Y16","16 years","2021","2021",119238,,
"CHL","Chile","M","Male","Y16","16 years","2000","2000",132908,,
"CHL","Chile","M","Male","Y16","16 years","2005","2005",150851,,
"CHL","Chile","M","Male","Y16","16 years","2010","2010",145545,,
"CHL","Chile","M","Male","Y16","16 years","2011","2011",143129,,
"CHL","Chile","M","Male","Y16","16 years","2012","2012",140628,,
"CHL","Chile","M","Male","Y16","16 years","2013","2013",137825,,
"CHL","Chile","M","Male","Y16","16 years","2014","2014",135319,,
"CHL","Chile","M","Male","Y16","16 years","2015","2015",133390,,
"CHL","Chile","M","Male","Y16","16 years","2016","2016",130782,,
"CHL","Chile","M","Male","Y16","16 years","2017","2017",129620,,
"CHL","Chile","M","Male","Y16","16 years","2018","2018",128368,,
"CHL","Chile","M","Male","Y16","16 years","2019","2019",126219,,
"CHL","Chile","M","Male","Y16","16 years","2020","2020",124930,,
"CHL","Chile","M","Male","Y16","16 years","2021","2021",123382,,
"COL","Colombia","F","Female","Y16","16 years","2000","2000",380408,,
"COL","Colombia","F","Female","Y16","16 years","2005","2005",393397,,
"COL","Colombia","F","Female","Y16","16 years","2010","2010",415891,,
"COL","Colombia","F","Female","Y16","16 years","2011","2011",417179,,
"COL","Colombia","F","Female","Y16","16 years","2012","2012",417105,,
"COL","Colombia","F","Female","Y16","16 years","2013","2013",415890,,
"COL","Colombia","F","Female","Y16","16 years","2014","2014",413611,,
"COL","Colombia","F","Female","Y16","16 years","2015","2015",410431,,
"COL","Colombia","F","Female","Y16","16 years","2016","2016",407081,,
"COL","Colombia","F","Female","Y16","16 years","2017","2017",403743,,
"COL","Colombia","F","Female","Y16","16 years","2018","2018",402694,,
"COL","Colombia","F","Female","Y16","16 years","2019","2019",402722,,
"COL","Colombia","F","Female","Y16","16 years","2020","2020",399147,,
"COL","Colombia","F","Female","Y16","16 years","2021","2021",396493,,
"COL","Colombia","M","Male","Y16","16 years","2000","2000",380782,,
"COL","Colombia","M","Male","Y16","16 years","2005","2005",397918,,
"COL","Colombia","M","Male","Y16","16 years","2010","2010",425973,,
"COL","Colombia","M","Male","Y16","16 years","2011","2011",428887,,
"COL","Colombia","M","Male","Y16","16 years","2012","2012",430362,,
"COL","Colombia","M","Male","Y16","16 years","2013","2013",430445,,
"COL","Colombia","M","Male","Y16","16 years","2014","2014",429242,,
"COL","Colombia","M","Male","Y16","16 years","2015","2015",426702,,
"COL","Colombia","M","Male","Y16","16 years","2016","2016",423521,,
"COL","Colombia","M","Male","Y16","16 years","2017","2017",420258,,
"COL","Colombia","M","Male","Y16","16 years","2018","2018",417904,,
"COL","Colombia","M","Male","Y16","16 years","2019","2019",417800,,
"COL","Colombia","M","Male","Y16","16 years","2020","2020",414824,,
"COL","Colombia","M","Male","Y16","16 years","2021","2021",412333,,
"CRI","Costa Rica","F","Female","Y16","16 years","2000","2000",37161,,
"CRI","Costa Rica","F","Female","Y16","16 years","2005","2005",41359,,
"CRI","Costa Rica","F","Female","Y16","16 years","2010","2010",40421,,
"CRI","Costa Rica","F","Female","Y16","16 years","2011","2011",41014,,
"CRI","Costa Rica","F","Female","Y16","16 years","2012","2012",40616,,
"CRI","Costa Rica","F","Female","Y16","16 years","2013","2013",39979,,
"CRI","Costa Rica","F","Female","Y16","16 years","2014","2014",39245,,
"CRI","Costa Rica","F","Female","Y16","16 years","2015","2015",38937,,
"CRI","Costa Rica","F","Female","Y16","16 years","2016","2016",40127,,
"CRI","Costa Rica","F","Female","Y16","16 years","2017","2017",39541,,
"CRI","Costa Rica","F","Female","Y16","16 years","2018","2018",37367,,
"CRI","Costa Rica","F","Female","Y16","16 years","2019","2019",35041,,
"CRI","Costa Rica","F","Female","Y16","16 years","2020","2020",36982,,
"CRI","Costa Rica","F","Female","Y16","16 years","2021","2021",36231,,
"CRI","Costa Rica","M","Male","Y16","16 years","2000","2000",40513,,
"CRI","Costa Rica","M","Male","Y16","16 years","2005","2005",45260,,
"CRI","Costa Rica","M","Male","Y16","16 years","2010","2010",44249,,
"CRI","Costa Rica","M","Male","Y16","16 years","2011","2011",43975,,
"CRI","Costa Rica","M","Male","Y16","16 years","2012","2012",43613,,
"CRI","Costa Rica","M","Male","Y16","16 years","2013","2013",42156,,
"CRI","Costa Rica","M","Male","Y16","16 years","2014","2014",41173,,
"CRI","Costa Rica","M","Male","Y16","16 years","2015","2015",41174,,
"CRI","Costa Rica","M","Male","Y16","16 years","2016","2016",42212,,
"CRI","Costa Rica","M","Male","Y16","16 years","2017","2017",40897,,
"CRI","Costa Rica","M","Male","Y16","16 years","2018","2018",39676,,
"CRI","Costa Rica","M","Male","Y16","16 years","2019","2019",37672,,
"CRI","Costa Rica","M","Male","Y16","16 years","2020","2020",38468,,
"CRI","Costa Rica","M","Male","Y16","16 years","2021","2021",37845,,
"EST","Estonia","F","Female","Y16","16 years","2000","2000",10150,,
"EST","Estonia","F","Female","Y16","16 years","2005","2005",10220,,
"EST","Estonia","F","Female","Y16","16 years","2010","2010",6820,,
"EST","Estonia","F","Female","Y16","16 years","2011","2011",6500,,
"EST","Estonia","F","Female","Y16","16 years","2012","2012",6185,,
"EST","Estonia","F","Female","Y16","16 years","2013","2013",6070,,
"EST","Estonia","F","Female","Y16","16 years","2014","2014",5657,,
"EST","Estonia","F","Female","Y16","16 years","2015","2015",5508,,
"EST","Estonia","F","Female","Y16","16 years","2016","2016",5730,,
"EST","Estonia","F","Female","Y16","16 years","2017","2017",5921,,
"EST","Estonia","F","Female","Y16","16 years","2018","2018",5830,,
"EST","Estonia","F","Female","Y16","16 years","2019","2019",6125,,
"EST","Estonia","F","Female","Y16","16 years","2020","2020",6192,,
"EST","Estonia","F","Female","Y16","16 years","2021","2021",6550,,
"EST","Estonia","M","Male","Y16","16 years","2000","2000",10820,,
"EST","Estonia","M","Male","Y16","16 years","2005","2005",10870,,
"EST","Estonia","M","Male","Y16","16 years","2010","2010",7340,,
"EST","Estonia","M","Male","Y16","16 years","2011","2011",6650,,
"EST","Estonia","M","Male","Y16","16 years","2012","2012",6460,,
"EST","Estonia","M","Male","Y16","16 years","2013","2013",6397,,
"EST","Estonia","M","Male","Y16","16 years","2014","2014",6100,,
"EST","Estonia","M","Male","Y16","16 years","2015","2015",5887,,
"EST","Estonia","M","Male","Y16","16 years","2016","2016",6012,,
"EST","Estonia","M","Male","Y16","16 years","2017","2017",6455,,
"EST","Estonia","M","Male","Y16","16 years","2018","2018",6226,,
"EST","Estonia","M","Male","Y16","16 years","2019","2019",6299,,
"EST","Estonia","M","Male","Y16","16 years","2020","2020",6338,,
"EST","Estonia","M","Male","Y16","16 years","2021","2021",6817,,
"ISR","Israel","F","Female","Y16","16 years","2000","2000",53749,,
"ISR","Israel","F","Female","Y16","16 years","2005","2005",55798,,
"ISR","Israel","F","Female","Y16","16 years","2010","2010",58366,,
"ISR","Israel","F","Female","Y16","16 years","2011","2011",59059,,
"ISR","Israel","F","Female","Y16","16 years","2012","2012",59190,,
"ISR","Israel","F","Female","Y16","16 years","2013","2013",61211,,
"ISR","Israel","F","Female","Y16","16 years","2014","2014",62544,,
"ISR","Israel","F","Female","Y16","16 years","2015","2015",64976,,
"ISR","Israel","F","Female","Y16","16 years","2016","2016",65402,,
"ISR","Israel","F","Female","Y16","16 years","2017","2017",67678,,
"ISR","Israel","F","Female","Y16","16 years","2018","2018",68047,,
"ISR","Israel","F","Female","Y16","16 years","2019","2019",70094,,
"ISR","Israel","F","Female","Y16","16 years","2020","2020",72864,,
"ISR","Israel","F","Female","Y16","16 years","2021","2021",72535,,
"ISR","Israel","M","Male","Y16","16 years","2000","2000",56926,,
"ISR","Israel","M","Male","Y16","16 years","2005","2005",58625,,
"ISR","Israel","M","Male","Y16","16 years","2010","2010",61736,,
"ISR","Israel","M","Male","Y16","16 years","2011","2011",61866,,
"ISR","Israel","M","Male","Y16","16 years","2012","2012",62190,,
"ISR","Israel","M","Male","Y16","16 years","2013","2013",64360,,
"ISR","Israel","M","Male","Y16","16 years","2014","2014",65646,,
"ISR","Israel","M","Male","Y16","16 years","2015","2015",68058,,
"ISR","Israel","M","Male","Y16","16 years","2016","2016",68729,,
"ISR","Israel","M","Male","Y16","16 years","2017","2017",71324,,
"ISR","Israel","M","Male","Y16","16 years","2018","2018",71508,,
"ISR","Israel","M","Male","Y16","16 years","2019","2019",73169,,
"ISR","Israel","M","Male","Y16","16 years","2020","2020",76192,,
"ISR","Israel","M","Male","Y16","16 years","2021","2021",76297,,
"LVA","Latvia","F","Female","Y16","16 years","2000","2000",18533,,
"LVA","Latvia","F","Female","Y16","16 years","2005","2005",17557,,
"LVA","Latvia","F","Female","Y16","16 years","2010","2010",11998,,
"LVA","Latvia","F","Female","Y16","16 years","2011","2011",10669,,
"LVA","Latvia","F","Female","Y16","16 years","2012","2012",9491,,
"LVA","Latvia","F","Female","Y16","16 years","2013","2013",8658,,
"LVA","Latvia","F","Female","Y16","16 years","2014","2014",8251,,
"LVA","Latvia","F","Female","Y16","16 years","2015","2015",8043,,
"LVA","Latvia","F","Female","Y16","16 years","2016","2016",8464,,
"LVA","Latvia","F","Female","Y16","16 years","2017","2017",8923,,
"LVA","Latvia","F","Female","Y16","16 years","2018","2018",8605,,
"LVA","Latvia","F","Female","Y16","16 years","2019","2019",8712,,
"LVA","Latvia","F","Female","Y16","16 years","2020","2020",8911,,
"LVA","Latvia","F","Female","Y16","16 years","2021","2021",8707,,
"LVA","Latvia","M","Male","Y16","16 years","2000","2000",19253,,
"LVA","Latvia","M","Male","Y16","16 years","2005","2005",18549,,
"LVA","Latvia","M","Male","Y16","16 years","2010","2010",12274,,
"LVA","Latvia","M","Male","Y16","16 years","2011","2011",11074,,
"LVA","Latvia","M","Male","Y16","16 years","2012","2012",10224,,
"LVA","Latvia","M","Male","Y16","16 years","2013","2013",9289,,
"LVA","Latvia","M","Male","Y16","16 years","2014","2014",8807,,
"LVA","Latvia","M","Male","Y16","16 years","2015","2015",8452,,
"LVA","Latvia","M","Male","Y16","16 years","2016","2016",8895,,
"LVA","Latvia","M","Male","Y16","16 years","2017","2017",9241,,
"LVA","Latvia","M","Male","Y16","16 years","2018","2018",8846,,
"LVA","Latvia","M","Male","Y16","16 years","2019","2019",9126,,
"LVA","Latvia","M","Male","Y16","16 years","2020","2020",9543,,
"LVA","Latvia","M","Male","Y16","16 years","2021","2021",9265,,
"LTU","Lithuania","F","Female","Y16","16 years","2000","2000",26781,,
"LTU","Lithuania","F","Female","Y16","16 years","2005","2005",24665,,
"LTU","Lithuania","F","Female","Y16","16 years","2010","2010",21504,,
"LTU","Lithuania","F","Female","Y16","16 years","2011","2011",19112,,
"LTU","Lithuania","F","Female","Y16","16 years","2012","2012",18272,,
"LTU","Lithuania","F","Female","Y16","16 years","2013","2013",17459,,
"LTU","Lithuania","F","Female","Y16","16 years","2014","2014",16553,,
"LTU","Lithuania","F","Female","Y16","16 years","2015","2015",15860,,
"LTU","Lithuania","F","Female","Y16","16 years","2016","2016",15531,,
"LTU","Lithuania","F","Female","Y16","16 years","2017","2017",14297,,
"LTU","Lithuania","F","Female","Y16","16 years","2018","2018",13168,,
"LTU","Lithuania","F","Female","Y16","16 years","2019","2019",12300,,
"LTU","Lithuania","F","Female","Y16","16 years","2020","2020",12391,,
"LTU","Lithuania","F","Female","Y16","16 years","2021","2021",12369,,
"LTU","Lithuania","M","Male","Y16","16 years","2000","2000",28203,,
"LTU","Lithuania","M","Male","Y16","16 years","2005","2005",25520,,
"LTU","Lithuania","M","Male","Y16","16 years","2010","2010",22630,,
"LTU","Lithuania","M","Male","Y16","16 years","2011","2011",19958,,
"LTU","Lithuania","M","Male","Y16","16 years","2012","2012",19279,,
"LTU","Lithuania","M","Male","Y16","16 years","2013","2013",18156,,
"LTU","Lithuania","M","Male","Y16","16 years","2014","2014",17443,,
"LTU","Lithuania","M","Male","Y16","16 years","2015","2015",17095,,
"LTU","Lithuania","M","Male","Y16","16 years","2016","2016",16447,,
"LTU","Lithuania","M","Male","Y16","16 years","2017","2017",15175,,
"LTU","Lithuania","M","Male","Y16","16 years","2018","2018",13687,,
"LTU","Lithuania","M","Male","Y16","16 years","2019","2019",13033,,
"LTU","Lithuania","M","Male","Y16","16 years","2020","2020",13156,,
"LTU","Lithuania","M","Male","Y16","16 years","2021","2021",12839,,
"SVN","Slovenia","F","Female","Y16","16 years","2000","2000",13290,,
"SVN","Slovenia","F","Female","Y16","16 years","2005","2005",12304,,
"SVN","Slovenia","F","Female","Y16","16 years","2010","2010",9865,,
"SVN","Slovenia","F","Female","Y16","16 years","2011","2011",9838,,
"SVN","Slovenia","F","Female","Y16","16 years","2012","2012",9508,,
"SVN","Slovenia","F","Female","Y16","16 years","2013","2013",9433,,
"SVN","Slovenia","F","Female","Y16","16 years","2014","2014",9194,,
"SVN","Slovenia","F","Female","Y16","16 years","2015","2015",8918,,
"SVN","Slovenia","F","Female","Y16","16 years","2016","2016",8812,,
"SVN","Slovenia","F","Female","Y16","16 years","2017","2017",9226,,
"SVN","Slovenia","F","Female","Y16","16 years","2018","2018",8859,,
"SVN","Slovenia","F","Female","Y16","16 years","2019","2019",8937,,
"SVN","Slovenia","F","Female","Y16","16 years","2020","2020",8780,,
"SVN","Slovenia","F","Female","Y16","16 years","2021","2021",9344,,
"SVN","Slovenia","M","Male","Y16","16 years","2000","2000",13776,,
"SVN","Slovenia","M","Male","Y16","16 years","2005","2005",13056,,
"SVN","Slovenia","M","Male","Y16","16 years","2010","2010",10420,,
"SVN","Slovenia","M","Male","Y16","16 years","2011","2011",10214,,
"SVN","Slovenia","M","Male","Y16","16 years","2012","2012",10012,,
"SVN","Slovenia","M","Male","Y16","16 years","2013","2013",10107,,
"SVN","Slovenia","M","Male","Y16","16 years","2014","2014",9660,,
"SVN","Slovenia","M","Male","Y16","16 years","2015","2015",9666,,
"SVN","Slovenia","M","Male","Y16","16 years","2016","2016",9361,,
"SVN","Slovenia","M","Male","Y16","16 years","2017","2017",9856,,
"SVN","Slovenia","M","Male","Y16","16 years","2018","2018",9541,,
"SVN","Slovenia","M","Male","Y16","16 years","2019","2019",9551,,
"SVN","Slovenia","M","Male","Y16","16 years","2020","2020",9400,,
"SVN","Slovenia","M","Male","Y16","16 years","2021","2021",9684,,
"AUS","Australia","F","Female","Y17","17 years","2000","2000",129414,,
"AUS","Australia","F","Female","Y17","17 years","2005","2005",133062,,
"AUS","Australia","F","Female","Y17","17 years","2010","2010",140235,,
"AUS","Australia","F","Female","Y17","17 years","2011","2011",140430,,
"AUS","Australia","F","Female","Y17","17 years","2012","2012",142898,,
"AUS","Australia","F","Female","Y17","17 years","2013","2013",141262,,
"AUS","Australia","F","Female","Y17","17 years","2014","2014",141715,,
"AUS","Australia","F","Female","Y17","17 years","2015","2015",141005,,
"AUS","Australia","F","Female","Y17","17 years","2016","2016",141702,,
"AUS","Australia","F","Female","Y17","17 years","2017","2017",143725,,
"AUS","Australia","F","Female","Y17","17 years","2018","2018",142699,,
"AUS","Australia","F","Female","Y17","17 years","2019","2019",140910,,
"AUS","Australia","F","Female","Y17","17 years","2020","2020",141146,,
"AUS","Australia","F","Female","Y17","17 years","2021","2021",141364,,
"AUS","Australia","M","Male","Y17","17 years","2000","2000",135136,,
"AUS","Australia","M","Male","Y17","17 years","2005","2005",139338,,
"AUS","Australia","M","Male","Y17","17 years","2010","2010",147964,,
"AUS","Australia","M","Male","Y17","17 years","2011","2011",148744,,
"AUS","Australia","M","Male","Y17","17 years","2012","2012",151306,,
"AUS","Australia","M","Male","Y17","17 years","2013","2013",148965,,
"AUS","Australia","M","Male","Y17","17 years","2014","2014",148065,,
"AUS","Australia","M","Male","Y17","17 years","2015","2015",148067,,
"AUS","Australia","M","Male","Y17","17 years","2016","2016",149189,,
"AUS","Australia","M","Male","Y17","17 years","2017","2017",150364,,
"AUS","Australia","M","Male","Y17","17 years","2018","2018",150981,,
"AUS","Australia","M","Male","Y17","17 years","2019","2019",148388,,
"AUS","Australia","M","Male","Y17","17 years","2020","2020",148626,,
"AUS","Australia","M","Male","Y17","17 years","2021","2021",150525,,
"AUT","Austria","F","Female","Y17","17 years","2000","2000",48791,,
"AUT","Austria","F","Female","Y17","17 years","2005","2005",47021,,
"AUT","Austria","F","Female","Y17","17 years","2010","2010",48758,,
"AUT","Austria","F","Female","Y17","17 years","2011","2011",48501,,
"AUT","Austria","F","Female","Y17","17 years","2012","2012",47288,,
"AUT","Austria","F","Female","Y17","17 years","2013","2013",45946,,
"AUT","Austria","F","Female","Y17","17 years","2014","2014",46231,,
"AUT","Austria","F","Female","Y17","17 years","2015","2015",44598,,
"AUT","Austria","F","Female","Y17","17 years","2016","2016",43458,,
"AUT","Austria","F","Female","Y17","17 years","2017","2017",42252,,
"AUT","Austria","F","Female","Y17","17 years","2018","2018",42564,,
"AUT","Austria","F","Female","Y17","17 years","2019","2019",41123,,
"AUT","Austria","F","Female","Y17","17 years","2020","2020",42556,,
"AUT","Austria","F","Female","Y17","17 years","2021","2021",41552,,
"AUT","Austria","M","Male","Y17","17 years","2000","2000",50374,,
"AUT","Austria","M","Male","Y17","17 years","2005","2005",49342,,
"AUT","Austria","M","Male","Y17","17 years","2010","2010",52068,,
"AUT","Austria","M","Male","Y17","17 years","2011","2011",51110,,
"AUT","Austria","M","Male","Y17","17 years","2012","2012",49895,,
"AUT","Austria","M","Male","Y17","17 years","2013","2013",48492,,
"AUT","Austria","M","Male","Y17","17 years","2014","2014",48918,,
"AUT","Austria","M","Male","Y17","17 years","2015","2015",47065,,
"AUT","Austria","M","Male","Y17","17 years","2016","2016",47824,,
"AUT","Austria","M","Male","Y17","17 years","2017","2017",46597,,
"AUT","Austria","M","Male","Y17","17 years","2018","2018",46160,,
"AUT","Austria","M","Male","Y17","17 years","2019","2019",44088,,
